respondent_id,date,region,age_group,gender,education,device,Q1: Best programming language for beginners?,Q2: Preferred work mode?,Q3: Most important skill in 2024?,Q4: Preferred learning platform?,Q5: Job satisfaction level?
R0726,2024-06-30,Central,55+,Male,PhD,Mobile,JavaScript,Remote,AI/ML,Udemy,Satisfied
R0727,2024-06-30,South,18-24,Female,High School,Desktop,Python,Remote,Cloud Computing,Coursera,Satisfied
R0728,2024-06-30,South,55+,Female,High School,Mobile,C++,Remote,AI/ML,Udemy,Neutral
R0729,2024-07-01,East,18-24,Male,Master,Mobile,JavaScript,Hybrid,AI/ML,Others,Dissatisfied
R0730,2024-07-01,West,18-24,Male,Bachelor,Mobile,Others,Remote,Cloud Computing,Coursera,Neutral
R0731,2024-07-01,North,25-34,Male,PhD,Mobile,C++,On-site,AI/ML,LinkedIn Learning,Very Satisfied
R0732,2024-07-01,Central,35-44,Male,Bachelor,Mobile,Others,Remote,Cybersecurity,Coursera,Dissatisfied
R0733,2024-07-02,South,35-44,Female,Master,Mobile,Python,Remote,Cybersecurity,YouTube,Neutral
R0734,2024-07-02,North,45-54,Non-binary,Bachelor,Mobile,Python,Remote,AI/ML,Udemy,Satisfied
R0735,2024-07-02,Central,25-34,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,Udemy,Dissatisfied
R0736,2024-07-02,South,18-24,Female,Bachelor,Mobile,Java,On-site,Data Analytics,YouTube,Dissatisfied
R0737,2024-07-03,West,25-34,Female,Master,Mobile,Python,Hybrid,Cloud Computing,YouTube,Dissatisfied
R0738,2024-07-03,West,35-44,Male,Master,Mobile,Python,Hybrid,Cloud Computing,Udemy,Very Satisfied
R0739,2024-07-03,East,18-24,Prefer not to say,Bachelor,Desktop,Python,Remote,Blockchain,YouTube,Satisfied
R0740,2024-07-03,West,18-24,Female,Bachelor,Mobile,Python,Remote,Data Analytics,Udemy,Satisfied
R0741,2024-07-04,North,35-44,Female,Bachelor,Mobile,Python,Hybrid,Blockchain,YouTube,Neutral
R0742,2024-07-04,East,25-34,Male,Master,Mobile,JavaScript,Remote,AI/ML,YouTube,Neutral
R0743,2024-07-04,North,35-44,Male,Bachelor,Mobile,Python,Remote,AI/ML,Udemy,Neutral
R0744,2024-07-04,South,25-34,Male,Bachelor,Mobile,C++,Remote,AI/ML,YouTube,Very Satisfied
R0745,2024-07-05,West,18-24,Male,Master,Mobile,Java,Hybrid,AI/ML,Udemy,Very Satisfied
R0746,2024-07-05,East,25-34,Male,Master,Desktop,Others,Hybrid,Cloud Computing,YouTube,Satisfied
R0747,2024-07-05,East,25-34,Female,Bachelor,Mobile,Python,On-site,Cybersecurity,Udemy,Satisfied
R0748,2024-07-05,West,18-24,Female,Bachelor,Mobile,JavaScript,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R0749,2024-07-06,South,18-24,Male,Bachelor,Mobile,JavaScript,Hybrid,Blockchain,Udemy,Neutral
R0750,2024-07-06,North,25-34,Male,Bachelor,Desktop,Python,Remote,Data Analytics,YouTube,Neutral
R0751,2024-07-06,East,45-54,Male,High School,Desktop,Others,Hybrid,AI/ML,Udemy,Dissatisfied
R0752,2024-07-06,Central,55+,Male,High School,Desktop,Java,Remote,AI/ML,LinkedIn Learning,Very Satisfied
R0753,2024-07-07,South,35-44,Female,Master,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Satisfied
R0754,2024-07-07,North,18-24,Male,Bachelor,Desktop,JavaScript,Hybrid,Cloud Computing,Coursera,Satisfied
R0755,2024-07-07,North,18-24,Female,PhD,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0756,2024-07-07,Central,25-34,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Neutral
R0757,2024-07-08,West,35-44,Male,Master,Mobile,C++,On-site,AI/ML,LinkedIn Learning,Very Satisfied
R0758,2024-07-08,South,35-44,Male,Master,Mobile,Python,Hybrid,Cybersecurity,Others,Neutral
R0759,2024-07-08,West,25-34,Male,High School,Mobile,JavaScript,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0760,2024-07-08,North,45-54,Female,PhD,Mobile,Others,Remote,AI/ML,Others,Satisfied
R0761,2024-07-09,West,18-24,Female,PhD,Mobile,JavaScript,Remote,Cybersecurity,Coursera,Very Satisfied
R0762,2024-07-09,South,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cybersecurity,Others,Satisfied
R0763,2024-07-09,Central,35-44,Male,Master,Mobile,JavaScript,On-site,Cloud Computing,Others,Neutral
R0764,2024-07-09,East,35-44,Male,PhD,Desktop,Python,Remote,Cybersecurity,YouTube,Very Satisfied
R0765,2024-07-10,East,25-34,Male,Bachelor,Mobile,JavaScript,Hybrid,AI/ML,Coursera,Neutral
R0766,2024-07-10,North,18-24,Male,Master,Desktop,Java,Hybrid,Cybersecurity,Coursera,Neutral
R0767,2024-07-10,North,35-44,Female,Bachelor,Mobile,Python,Hybrid,Cybersecurity,LinkedIn Learning,Satisfied
R0768,2024-07-10,West,35-44,Female,Bachelor,Mobile,JavaScript,Hybrid,Blockchain,YouTube,Very Satisfied
R0769,2024-07-11,Central,35-44,Female,Bachelor,Mobile,Java,Hybrid,AI/ML,Coursera,Dissatisfied
R0770,2024-07-11,North,55+,Male,Bachelor,Tablet,JavaScript,Hybrid,Cybersecurity,Coursera,Satisfied
R0771,2024-07-11,Central,45-54,Female,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Coursera,Dissatisfied
R0772,2024-07-11,North,25-34,Male,Bachelor,Mobile,Others,Remote,Data Analytics,Coursera,Very Dissatisfied
R0773,2024-07-12,East,55+,Male,Master,Tablet,Python,Remote,Cloud Computing,Others,Satisfied
R0774,2024-07-12,East,18-24,Male,Master,Mobile,JavaScript,On-site,AI/ML,Udemy,Very Satisfied
R0775,2024-07-12,West,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cybersecurity,Coursera,Neutral
R0776,2024-07-12,North,35-44,Male,Bachelor,Mobile,Java,Remote,Data Analytics,LinkedIn Learning,Very Satisfied
R0777,2024-07-13,West,18-24,Male,Master,Desktop,JavaScript,Remote,Cloud Computing,YouTube,Neutral
R0778,2024-07-13,East,45-54,Male,Bachelor,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Satisfied
R0779,2024-07-13,East,18-24,Female,High School,Tablet,JavaScript,Remote,Data Analytics,YouTube,Neutral
R0780,2024-07-13,East,25-34,Male,Master,Desktop,Python,On-site,AI/ML,YouTube,Satisfied
R0781,2024-07-14,North,18-24,Prefer not to say,Bachelor,Mobile,Python,Hybrid,Data Analytics,YouTube,Very Satisfied
R0782,2024-07-14,South,18-24,Male,Bachelor,Mobile,JavaScript,Remote,Data Analytics,Others,Satisfied
R0783,2024-07-14,South,25-34,Male,Master,Mobile,C++,On-site,AI/ML,Udemy,Very Satisfied
R0784,2024-07-14,North,25-34,Male,Master,Mobile,Python,Hybrid,Cybersecurity,Coursera,Dissatisfied
R0785,2024-07-15,East,25-34,Male,Bachelor,Desktop,JavaScript,On-site,Cloud Computing,YouTube,Very Satisfied
R0786,2024-07-15,South,35-44,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Very Satisfied
R0787,2024-07-15,North,18-24,Male,Master,Mobile,Others,Remote,AI/ML,Coursera,Very Satisfied
R0788,2024-07-15,Central,18-24,Non-binary,PhD,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Very Satisfied
R0789,2024-07-16,North,25-34,Female,PhD,Mobile,Java,Remote,Cloud Computing,Coursera,Satisfied
R0790,2024-07-16,North,35-44,Female,Bachelor,Mobile,Java,Hybrid,Cloud Computing,YouTube,Dissatisfied
R0791,2024-07-16,East,25-34,Male,Master,Mobile,Others,Remote,Cybersecurity,Coursera,Satisfied
R0792,2024-07-16,Central,25-34,Female,High School,Mobile,Python,Hybrid,AI/ML,YouTube,Satisfied
R0793,2024-07-17,West,45-54,Male,High School,Tablet,Python,On-site,Data Analytics,LinkedIn Learning,Very Satisfied
R0794,2024-07-17,Central,45-54,Female,Bachelor,Mobile,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R0795,2024-07-17,South,35-44,Female,High School,Mobile,Python,Hybrid,Cybersecurity,Others,Satisfied
R0796,2024-07-17,Central,18-24,Female,High School,Desktop,JavaScript,Hybrid,Data Analytics,YouTube,Very Satisfied
R0797,2024-07-18,Central,25-34,Male,Bachelor,Desktop,Python,Remote,AI/ML,Coursera,Dissatisfied
R0798,2024-07-18,Central,35-44,Male,PhD,Mobile,Python,On-site,Cybersecurity,Udemy,Neutral
R0799,2024-07-18,North,25-34,Female,Bachelor,Mobile,Java,Hybrid,Cloud Computing,LinkedIn Learning,Dissatisfied
R0800,2024-07-18,West,25-34,Male,Bachelor,Mobile,Python,Remote,Cloud Computing,Others,Very Satisfied
R0801,2024-07-19,West,35-44,Male,PhD,Desktop,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0802,2024-07-19,Central,25-34,Female,Bachelor,Desktop,Java,Hybrid,Cybersecurity,Coursera,Dissatisfied
R0803,2024-07-19,East,45-54,Female,Bachelor,Mobile,Python,On-site,AI/ML,Coursera,Neutral
R0804,2024-07-19,South,35-44,Male,High School,Desktop,Python,Remote,Data Analytics,Coursera,Very Dissatisfied
R0805,2024-07-20,Central,25-34,Male,Master,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Very Satisfied
R0806,2024-07-20,North,18-24,Prefer not to say,Master,Desktop,Python,Remote,AI/ML,Coursera,Satisfied
R0807,2024-07-20,West,25-34,Non-binary,High School,Tablet,Python,Hybrid,AI/ML,Coursera,Neutral
R0808,2024-07-20,East,25-34,Female,Master,Desktop,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R0809,2024-07-21,South,18-24,Male,High School,Desktop,JavaScript,On-site,Cybersecurity,YouTube,Dissatisfied
R0810,2024-07-21,Central,25-34,Female,PhD,Mobile,C++,Remote,AI/ML,Coursera,Neutral
R0811,2024-07-21,West,55+,Male,High School,Desktop,JavaScript,Remote,Cloud Computing,Udemy,Neutral
R0812,2024-07-21,East,25-34,Prefer not to say,Master,Mobile,Python,Hybrid,AI/ML,YouTube,Satisfied
R0813,2024-07-22,South,35-44,Male,Master,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Satisfied
R0814,2024-07-22,West,35-44,Prefer not to say,Bachelor,Desktop,Python,Hybrid,Blockchain,Coursera,Satisfied
R0815,2024-07-22,North,45-54,Female,Bachelor,Tablet,Python,Remote,Data Analytics,Coursera,Satisfied
R0816,2024-07-22,East,45-54,Male,PhD,Desktop,Python,Hybrid,Cloud Computing,Coursera,Neutral
R0817,2024-07-23,Central,18-24,Male,Bachelor,Mobile,Python,Remote,Cybersecurity,Coursera,Very Satisfied
R0818,2024-07-23,West,45-54,Female,Bachelor,Desktop,Python,Remote,Cybersecurity,YouTube,Very Satisfied
R0819,2024-07-23,North,18-24,Male,PhD,Mobile,Python,Remote,Data Analytics,Coursera,Satisfied
R0820,2024-07-23,Central,25-34,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0821,2024-07-24,North,25-34,Non-binary,Bachelor,Desktop,Python,Remote,AI/ML,Coursera,Very Satisfied
R0822,2024-07-24,North,45-54,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Neutral
R0823,2024-07-24,Central,18-24,Male,PhD,Mobile,JavaScript,Remote,AI/ML,Udemy,Satisfied
R0824,2024-07-24,North,25-34,Female,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0825,2024-07-25,West,35-44,Male,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,Others,Neutral
R0826,2024-07-25,Central,55+,Male,Master,Mobile,C++,Remote,Blockchain,Udemy,Neutral
R0827,2024-07-25,North,18-24,Female,High School,Desktop,Python,Hybrid,Cloud Computing,Udemy,Neutral
R0828,2024-07-25,South,18-24,Male,Bachelor,Mobile,Java,Hybrid,Cloud Computing,Coursera,Very Satisfied
R0829,2024-07-26,South,55+,Female,Bachelor,Desktop,C++,Hybrid,AI/ML,YouTube,Satisfied
R0830,2024-07-26,Central,35-44,Male,High School,Desktop,C++,Hybrid,Cybersecurity,YouTube,Dissatisfied
R0831,2024-07-26,West,25-34,Female,Bachelor,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R0832,2024-07-26,East,25-34,Male,Master,Mobile,Python,On-site,Cybersecurity,LinkedIn Learning,Satisfied
R0833,2024-07-27,North,35-44,Male,Bachelor,Mobile,Java,Remote,Data Analytics,LinkedIn Learning,Satisfied
R0834,2024-07-27,West,35-44,Female,Bachelor,Desktop,Python,On-site,Cloud Computing,Coursera,Neutral
R0835,2024-07-27,Central,35-44,Male,Bachelor,Tablet,Java,On-site,AI/ML,Coursera,Neutral
R0836,2024-07-27,Central,18-24,Female,Bachelor,Mobile,Python,Remote,Cloud Computing,YouTube,Very Satisfied
R0837,2024-07-28,West,18-24,Male,Bachelor,Mobile,Java,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0838,2024-07-28,North,25-34,Male,Master,Desktop,Python,Remote,AI/ML,Udemy,Satisfied
R0839,2024-07-28,East,18-24,Female,Master,Mobile,JavaScript,On-site,AI/ML,Udemy,Very Satisfied
R0840,2024-07-28,West,18-24,Non-binary,Master,Desktop,Java,Hybrid,Cloud Computing,LinkedIn Learning,Very Dissatisfied
R0841,2024-07-29,East,55+,Female,Bachelor,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R0842,2024-07-29,East,55+,Male,Bachelor,Mobile,Python,Hybrid,Cloud Computing,LinkedIn Learning,Very Satisfied
R0843,2024-07-29,East,25-34,Male,High School,Mobile,Python,Remote,Blockchain,Coursera,Very Satisfied
R0844,2024-07-29,North,35-44,Male,Master,Tablet,Python,Hybrid,AI/ML,Udemy,Satisfied
R0845,2024-07-30,South,25-34,Female,Bachelor,Mobile,Java,Hybrid,Data Analytics,YouTube,Neutral
R0846,2024-07-30,West,18-24,Female,Bachelor,Tablet,Python,Hybrid,Cloud Computing,Others,Satisfied
R0847,2024-07-30,Central,55+,Male,Master,Tablet,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R0848,2024-07-30,South,25-34,Male,High School,Desktop,Java,Remote,Cybersecurity,Udemy,Very Dissatisfied
R0849,2024-07-31,North,25-34,Non-binary,PhD,Desktop,Java,Remote,Cloud Computing,YouTube,Very Satisfied
R0850,2024-07-31,West,18-24,Male,PhD,Mobile,Others,On-site,Cloud Computing,YouTube,Satisfied
R0851,2024-07-31,East,25-34,Male,PhD,Mobile,Java,Remote,Cloud Computing,Others,Satisfied
R0852,2024-07-31,North,35-44,Female,Master,Mobile,Python,On-site,Data Analytics,Coursera,Dissatisfied
R0853,2024-08-01,East,25-34,Male,Bachelor,Mobile,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0854,2024-08-01,Central,18-24,Female,Master,Mobile,Python,Remote,Data Analytics,Coursera,Dissatisfied
R0855,2024-08-01,East,35-44,Female,Master,Mobile,JavaScript,On-site,Cloud Computing,Coursera,Very Satisfied
R0856,2024-08-01,Central,18-24,Female,Bachelor,Mobile,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Dissatisfied
R0857,2024-08-02,North,55+,Female,PhD,Mobile,JavaScript,On-site,Data Analytics,Coursera,Satisfied
R0858,2024-08-02,South,25-34,Male,Bachelor,Desktop,Python,Hybrid,AI/ML,Coursera,Very Satisfied
R0859,2024-08-02,South,45-54,Female,Bachelor,Mobile,JavaScript,On-site,Cybersecurity,Coursera,Neutral
R0860,2024-08-02,Central,18-24,Male,PhD,Desktop,JavaScript,Hybrid,AI/ML,Coursera,Neutral
R0861,2024-08-03,South,45-54,Female,High School,Mobile,Python,Hybrid,AI/ML,Udemy,Dissatisfied
R0862,2024-08-03,South,55+,Prefer not to say,High School,Mobile,Others,On-site,AI/ML,YouTube,Very Satisfied
R0863,2024-08-03,Central,18-24,Female,Master,Mobile,JavaScript,Remote,Data Analytics,YouTube,Neutral
R0864,2024-08-03,West,25-34,Male,Bachelor,Mobile,Java,On-site,Cloud Computing,Udemy,Neutral
R0865,2024-08-04,Central,25-34,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0866,2024-08-04,North,25-34,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Dissatisfied
R0867,2024-08-04,East,25-34,Male,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,YouTube,Neutral
R0868,2024-08-04,Central,18-24,Female,Bachelor,Mobile,Python,Remote,Cybersecurity,Coursera,Very Satisfied
R0869,2024-08-05,North,45-54,Male,Master,Mobile,JavaScript,Remote,AI/ML,YouTube,Very Satisfied
R0870,2024-08-05,East,35-44,Male,High School,Mobile,JavaScript,On-site,Cloud Computing,Coursera,Neutral
R0871,2024-08-05,Central,45-54,Male,Bachelor,Mobile,JavaScript,Hybrid,Cloud Computing,YouTube,Neutral
R0872,2024-08-05,West,25-34,Female,Bachelor,Desktop,C++,Hybrid,Cybersecurity,LinkedIn Learning,Satisfied
R0873,2024-08-06,South,45-54,Male,Bachelor,Desktop,Java,Hybrid,AI/ML,Coursera,Satisfied
R0874,2024-08-06,North,45-54,Male,Bachelor,Mobile,Others,Hybrid,AI/ML,YouTube,Neutral
R0875,2024-08-06,East,25-34,Male,High School,Mobile,JavaScript,Remote,AI/ML,YouTube,Very Satisfied
R0876,2024-08-06,West,18-24,Male,High School,Tablet,C++,Remote,AI/ML,YouTube,Satisfied
R0877,2024-08-07,North,35-44,Female,PhD,Mobile,Java,On-site,AI/ML,Coursera,Very Satisfied
R0878,2024-08-07,South,25-34,Female,Bachelor,Tablet,Python,On-site,AI/ML,LinkedIn Learning,Satisfied
R0879,2024-08-07,North,45-54,Male,Master,Desktop,Python,Hybrid,Cybersecurity,YouTube,Neutral
R0880,2024-08-07,Central,18-24,Male,Master,Mobile,Python,Remote,Cloud Computing,YouTube,Satisfied
R0881,2024-08-08,West,25-34,Female,PhD,Desktop,C++,Hybrid,Cybersecurity,YouTube,Very Satisfied
R0882,2024-08-08,North,25-34,Female,Bachelor,Desktop,JavaScript,Hybrid,Cloud Computing,Udemy,Satisfied
R0883,2024-08-08,North,55+,Male,High School,Desktop,Python,Hybrid,AI/ML,Coursera,Satisfied
R0884,2024-08-08,South,25-34,Female,Bachelor,Tablet,Python,Hybrid,Cloud Computing,Others,Very Satisfied
R0885,2024-08-09,East,45-54,Male,Master,Mobile,Java,On-site,Cybersecurity,Coursera,Very Satisfied
R0886,2024-08-09,Central,25-34,Male,Master,Mobile,Python,Remote,AI/ML,Udemy,Neutral
R0887,2024-08-09,East,45-54,Female,Master,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Satisfied
R0888,2024-08-09,Central,18-24,Female,High School,Tablet,Python,Remote,AI/ML,Coursera,Very Satisfied
R0889,2024-08-10,East,25-34,Male,Bachelor,Desktop,JavaScript,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0890,2024-08-10,South,45-54,Prefer not to say,Bachelor,Mobile,Python,Remote,Cloud Computing,YouTube,Dissatisfied
R0891,2024-08-10,South,55+,Female,Master,Desktop,JavaScript,Hybrid,Cybersecurity,Udemy,Very Dissatisfied
R0892,2024-08-10,West,45-54,Female,Bachelor,Mobile,JavaScript,Hybrid,Data Analytics,Coursera,Neutral
R0893,2024-08-11,East,18-24,Female,Master,Mobile,JavaScript,Hybrid,AI/ML,YouTube,Very Dissatisfied
R0894,2024-08-11,South,25-34,Male,Master,Desktop,JavaScript,Remote,Data Analytics,Coursera,Satisfied
R0895,2024-08-11,East,25-34,Female,PhD,Mobile,C++,Hybrid,Data Analytics,YouTube,Neutral
R0896,2024-08-11,South,45-54,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,Udemy,Dissatisfied
R0897,2024-08-12,South,35-44,Male,High School,Desktop,JavaScript,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0898,2024-08-12,North,35-44,Male,High School,Mobile,JavaScript,Remote,Cybersecurity,Udemy,Satisfied
R0899,2024-08-12,West,35-44,Female,Bachelor,Mobile,JavaScript,Remote,Data Analytics,LinkedIn Learning,Neutral
R0900,2024-08-12,South,25-34,Male,Bachelor,Mobile,JavaScript,Remote,Blockchain,YouTube,Dissatisfied
R0901,2024-08-13,Central,35-44,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Neutral
R0902,2024-08-13,South,25-34,Male,High School,Mobile,Python,Remote,Data Analytics,YouTube,Neutral
R0903,2024-08-13,South,45-54,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,Others,Satisfied
R0904,2024-08-13,South,45-54,Male,Master,Mobile,Java,Remote,Data Analytics,Udemy,Very Satisfied
R0905,2024-08-14,North,25-34,Prefer not to say,Bachelor,Mobile,Python,Hybrid,Cloud Computing,Others,Satisfied
R0906,2024-08-14,West,35-44,Male,Bachelor,Desktop,Others,On-site,AI/ML,YouTube,Very Satisfied
R0907,2024-08-14,Central,45-54,Female,Bachelor,Mobile,Python,Remote,Cloud Computing,YouTube,Very Satisfied
R0908,2024-08-14,Central,45-54,Male,Bachelor,Mobile,Java,Hybrid,Cybersecurity,Udemy,Very Satisfied
R0909,2024-08-15,South,25-34,Male,Master,Mobile,Python,Hybrid,Blockchain,YouTube,Neutral
R0910,2024-08-15,East,18-24,Female,Master,Mobile,C++,Remote,AI/ML,Others,Satisfied
R0911,2024-08-15,East,45-54,Male,Master,Mobile,Python,Remote,Data Analytics,YouTube,Neutral
R0912,2024-08-15,Central,35-44,Female,Bachelor,Mobile,Python,Hybrid,Blockchain,Others,Dissatisfied
R0913,2024-08-16,Central,25-34,Female,PhD,Mobile,Others,Hybrid,Cybersecurity,Udemy,Very Dissatisfied
R0914,2024-08-16,South,45-54,Female,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,Coursera,Neutral
R0915,2024-08-16,South,18-24,Prefer not to say,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Satisfied
R0916,2024-08-16,East,35-44,Male,Bachelor,Mobile,Python,On-site,Cybersecurity,Udemy,Satisfied
R0917,2024-08-17,Central,35-44,Female,Bachelor,Tablet,Java,On-site,AI/ML,YouTube,Satisfied
R0918,2024-08-17,South,45-54,Male,High School,Mobile,Python,Remote,Cybersecurity,Udemy,Very Satisfied
R0919,2024-08-17,East,25-34,Male,Master,Desktop,Java,Hybrid,AI/ML,Others,Neutral
R0920,2024-08-17,Central,18-24,Non-binary,Master,Desktop,Python,Hybrid,Blockchain,Udemy,Neutral
R0921,2024-08-18,Central,25-34,Female,Bachelor,Tablet,Python,Hybrid,Cybersecurity,LinkedIn Learning,Neutral
R0922,2024-08-18,Central,55+,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Very Satisfied
R0923,2024-08-18,North,35-44,Female,Bachelor,Desktop,C++,Hybrid,Data Analytics,Coursera,Neutral
R0924,2024-08-18,East,18-24,Non-binary,Bachelor,Desktop,Python,Remote,AI/ML,Coursera,Neutral
R0925,2024-08-19,South,35-44,Female,Master,Mobile,C++,Hybrid,Cloud Computing,YouTube,Satisfied
R0926,2024-08-19,North,35-44,Male,Bachelor,Desktop,Python,Remote,AI/ML,LinkedIn Learning,Very Satisfied
R0927,2024-08-19,East,35-44,Female,Master,Desktop,Python,Remote,AI/ML,YouTube,Satisfied
R0928,2024-08-19,South,35-44,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,YouTube,Very Satisfied
R0929,2024-08-20,South,55+,Female,High School,Desktop,Java,Hybrid,Data Analytics,Coursera,Satisfied
R0930,2024-08-20,East,35-44,Female,Bachelor,Tablet,C++,On-site,Data Analytics,Others,Very Satisfied
R0931,2024-08-20,South,35-44,Female,Bachelor,Desktop,Python,Remote,Cybersecurity,YouTube,Satisfied
R0932,2024-08-20,South,25-34,Female,Bachelor,Desktop,Python,On-site,Cloud Computing,Udemy,Neutral
R0933,2024-08-21,North,55+,Female,Bachelor,Mobile,Others,Hybrid,AI/ML,Coursera,Neutral
R0934,2024-08-21,West,45-54,Male,Master,Mobile,Python,Hybrid,Blockchain,Coursera,Satisfied
R0935,2024-08-21,West,35-44,Female,Master,Mobile,Others,Hybrid,Data Analytics,Udemy,Dissatisfied
R0936,2024-08-21,North,25-34,Female,Bachelor,Mobile,Java,On-site,AI/ML,LinkedIn Learning,Neutral
R0937,2024-08-22,East,45-54,Male,High School,Mobile,JavaScript,Hybrid,Data Analytics,LinkedIn Learning,Neutral
R0938,2024-08-22,West,18-24,Male,Master,Mobile,Python,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R0939,2024-08-22,North,25-34,Female,Bachelor,Mobile,C++,On-site,AI/ML,Coursera,Satisfied
R0940,2024-08-22,Central,55+,Male,Master,Mobile,Python,Remote,Cloud Computing,Coursera,Very Satisfied
R0941,2024-08-23,West,25-34,Female,Bachelor,Mobile,Python,Remote,Cloud Computing,YouTube,Satisfied
R0942,2024-08-23,North,35-44,Female,High School,Mobile,Python,Hybrid,AI/ML,Coursera,Satisfied
R0943,2024-08-23,Central,35-44,Female,Bachelor,Tablet,Java,Remote,Data Analytics,Coursera,Dissatisfied
R0944,2024-08-23,Central,18-24,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Neutral
R0945,2024-08-24,North,18-24,Male,Bachelor,Mobile,Python,On-site,Cybersecurity,Coursera,Satisfied
R0946,2024-08-24,East,35-44,Male,High School,Desktop,Python,Hybrid,Data Analytics,Udemy,Satisfied
R0947,2024-08-24,West,18-24,Female,Bachelor,Desktop,Others,On-site,Data Analytics,Coursera,Satisfied
R0948,2024-08-24,East,35-44,Female,Bachelor,Tablet,Java,On-site,Data Analytics,YouTube,Very Satisfied
R0949,2024-08-25,North,25-34,Female,Master,Desktop,JavaScript,Remote,AI/ML,YouTube,Satisfied
R0950,2024-08-25,East,18-24,Male,High School,Desktop,Python,Hybrid,Cloud Computing,Others,Very Satisfied
R0951,2024-08-25,East,45-54,Female,PhD,Mobile,Python,Remote,Cybersecurity,YouTube,Very Satisfied
R0952,2024-08-25,East,35-44,Male,Master,Desktop,Python,Hybrid,Cybersecurity,Coursera,Satisfied
R0953,2024-08-26,South,35-44,Non-binary,Master,Mobile,JavaScript,On-site,AI/ML,Others,Dissatisfied
R0954,2024-08-26,North,55+,Male,Master,Mobile,Python,Hybrid,Cybersecurity,YouTube,Neutral
R0955,2024-08-26,North,25-34,Male,Bachelor,Mobile,Python,Remote,AI/ML,Coursera,Very Dissatisfied
R0956,2024-08-26,North,55+,Female,Master,Desktop,Java,Remote,Cloud Computing,Udemy,Neutral
R0957,2024-08-27,Central,18-24,Female,Bachelor,Mobile,Python,Hybrid,Data Analytics,Coursera,Dissatisfied
R0958,2024-08-27,South,18-24,Male,High School,Mobile,Python,Hybrid,Cybersecurity,YouTube,Satisfied
R0959,2024-08-27,South,35-44,Male,High School,Tablet,Java,Remote,Cloud Computing,Coursera,Neutral
R0960,2024-08-27,East,18-24,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Satisfied
R0961,2024-08-28,North,45-54,Male,High School,Desktop,Java,On-site,Cloud Computing,YouTube,Neutral
R0962,2024-08-28,West,25-34,Female,High School,Tablet,C++,Hybrid,Data Analytics,Udemy,Very Satisfied
R0963,2024-08-28,East,18-24,Male,Master,Mobile,Python,Hybrid,Data Analytics,YouTube,Satisfied
R0964,2024-08-28,North,35-44,Male,Master,Mobile,Python,On-site,AI/ML,Coursera,Very Satisfied
R0965,2024-08-29,East,35-44,Male,High School,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Very Satisfied
R0966,2024-08-29,South,18-24,Male,Bachelor,Mobile,JavaScript,On-site,AI/ML,Udemy,Neutral
